title,series,author,genres,pages,publishDate,publishYear,rating,likedPercent,price
"Subverting Syria: How CIA Contra Gangs and NGOs Manufacture, Mislabel and Market Mass Murder",standalone,Tony Cartalucci,['Politics'],113,September 2012,2012,4.67,100.0,4.28
The Bitch is Back,Bitch,Deja King,"['Urban', 'Fiction']",239,April 1st 2008,2008,4.67,98.0,2.86
Homestuck Book Three,Homestuck,Andrew Hussie,"['Comics', 'Fantasy', 'Graphic Novels', 'Science Fiction', 'Webcomic', 'Fiction', 'Humor', 'Manga', 'Graphic Novels Comics', 'Comics Manga']",262,October 13th 2013,2013,4.67,98.0,10.20
Finding Sky Trilogy,Benedict-Savant,Joss Stirling,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal Romance']",320,November 1st 2012,2012,4.67,98.0,57.25
The Log Cabin Lady - An Anonymous Autobiography,standalone,Jane Bettany,"['Biography', 'Nonfiction']",76,July 8th 2011,2011,4.67,100.0,6.35
Withnail and I: The Screenplay,standalone,Bruce Robinson,"['Fiction', 'Humor', 'Media Tie In', 'Comedy', 'Film', 'Plays', 'Drama', 'Cultural', 'British Literature']",144,May 1st 1996,1996,4.67,99.0,15.36
Heavenly Bodies,standalone,David Vance,['LGBT'],112,June 1st 2009,2009,4.67,100.0,78.40
"The Absolute Sandman, Volume Five",The Absolute Sandman,Neil Gaiman,"['Comics', 'Graphic Novels', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comix', 'Comic Book', 'Mythology', 'Dc Comics']",520,November 8th 2011,2011,4.67,99.0,65.05
Laughing All the Way to the Bank (Robbery): My Education at Con College,standalone,Michael Rickard,"['True Crime', 'Short Stories', 'Nonfiction']",274,February 24th 2016,2016,4.67,93.0,16.90
Thank My Lucky Scars,standalone,Ward Foley,"['Memoir', 'Autobiography', 'Nonfiction', 'Biography']",0,January 28th 2006,2006,4.67,97.0,3.93
The Island of the World,standalone,Michael D. O'Brien,"['Fiction', 'Historical Fiction', 'Catholic', 'Religion', 'Christian', 'Christianity', 'Christian Fiction', 'Adult Fiction', 'Novels', 'Literary Fiction']",839,December 1st 2007,2007,4.66,98.0,34.70
Hiroshi Sugimoto,standalone,Hiroshi Sugimoto,"['Photography', 'Art', 'Nonfiction', 'Art and Photography']",400,October 31st 2010,2010,4.66,100.0,151.80
One Direction: Forever Young: Our Official X Factor Story,standalone,One Direction,"['Nonfiction', 'Biography', 'Music', 'Autobiography', 'Love']",224,February 17th 2011,2011,4.66,96.0,3.11
Of This World: New and Selected Poems,standalone,Joseph Stroud,['Poetry'],374,December 1st 2008,2008,4.66,100.0,17.38
The Harry Potter trilogy,Harry Potter,J.K. Rowling,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Magic', 'Adventure', 'Classics', 'Middle Grade', 'Novels', 'France']",900,1999,1999,4.66,97.0,91.07
Andrew Henry's Meadow,standalone,Doris Burn,"['Picture Books', 'Childrens', 'Fiction', 'Adventure', 'Classics', 'Family', 'School', '1st Grade', 'Kids', 'Juvenile']",48,April 1st 2005,2005,4.66,99.0,15.30
The Monster in the Hollows,The Wingfeather Saga,Andrew Peterson,"['Fantasy', 'Fiction', 'Christian', 'Young Adult', 'Christian Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Audiobook', 'Christian Fantasy']",348,May 10th 2011,2011,4.66,99.0,22.77
"Onyx Webb: Book Three: Episodes 7, 8, 9",Onyx Webb,Richard Fenton,"['Horror', 'Paranormal', 'Suspense', 'Ghosts', 'Mystery', 'Thriller', 'Fiction', 'Supernatural', 'Romance', 'Dark Fantasy']",234,October 22nd 2015,2015,4.66,100.0,57.17
Chronicles of Ancient Darkness Complete Boxed Set,Chronicles of Ancient Darkness,Michelle Paver,"['Fantasy', 'Childrens', 'Middle Grade', 'Fiction']",6,November 1st 2010,2010,4.66,99.0,483.48
Christy and Todd: The College Years,Christy and Todd: College Years,Robin Jones Gunn,"['Young Adult', 'Fiction', 'Contemporary', 'Christian Fiction', 'Young Adult Romance', 'Christian']",656,September 1st 2008,2008,4.66,98.0,6.57
Rich Mullins: Home,standalone,Rich Mullins,"['Nonfiction', 'Christian', 'Religion', 'Inspirational']",64,January 1st 1998,1998,4.66,99.0,11.07
The Spiritual Laws of Life,standalone,Harold Klemp,['Spirituality'],205,September 1st 2002,2002,4.66,97.0,3.53
"The Way of Kings, Part 1",The Stormlight Archive,Brandon Sanderson,"['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Epic Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy', 'Novels', 'Epic']",592,May 1st 2011,2011,4.66,99.0,9.34
"The Sandman Omnibus, Vol. 1",The Sandman Omnibus,Neil Gaiman,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Mythology', 'British Literature', 'Urban Fantasy']",1040,September 3rd 2013,2013,4.66,99.0,79.01
Carceral Capitalism,standalone,Jackie Wang,"['Nonfiction', 'Politics', 'Essays', 'Race', 'Theory', 'Philosophy', 'Economics', 'Social Justice', 'Academic', 'Law']",359,October 20th 2017,2017,4.66,100.0,12.93
The Journey Home: Autobiography of an American Swami,standalone,Radhanath Swami,"['Spirituality', 'Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'Religion', 'Hinduism', 'Philosophy', 'Travel', 'India']",356,January 21st 2010,2010,4.65,97.0,16.03
The Roald Dahl Collection,standalone,Roald Dahl,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult', 'Humor']",0,June 1st 2006,2006,4.65,98.0,29.48
Trueman Bradley - The Next Great Detective,standalone,Alexei Maxim Russell,['Mystery'],336,April 21st 2015,2015,4.65,100.0,21.26
Vasistha's Yoga,standalone,Swami Venkatesananda,"['Spirituality', 'India', 'Philosophy', 'Psychology', 'Religion', 'Hinduism']",767,February 28th 1993,1993,4.65,95.0,31.97
Steps to Christ,standalone,Ellen G. White,"['Christian', 'Religion', 'Spirituality', 'Nonfiction', 'Christianity', 'God', 'Faith', 'Theology']",90,January 1st 2000,2000,4.65,96.0,1.45
Transformation of the Psyche: The Symbolic Alchemy of the Spendor Solis,standalone,Joseph L. Henderson,"['Alchemy', 'Psychology', 'Spirituality']",248,November 7th 2003,2003,4.65,100.0,97.81
"The Absolute Sandman, Volume One",The Absolute Sandman,Neil Gaiman,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Comix']",612,November 1st 2006,2006,4.65,98.0,63.79
The Wuggie Norple Story,standalone,Daniel Pinkwater,"['Picture Books', 'Childrens', 'Cats', 'Fiction', 'Humor']",40,December 1st 1988,1988,4.65,99.0,56.66
"Berserk, Vol. 12",ベルセルク / Berserk,Kentaro Miura,"['Manga', 'Fantasy', 'Comics', 'Horror', 'Graphic Novels', 'Fiction', 'Dark Fantasy', 'Comics Manga', 'Seinen', 'Action']",229,July 25th 2006,2006,4.65,99.0,12.46
Heal With Me & Our Journey Goes On,standalone,Ali Marsman,['Poetry'],120,March 23rd 2015,2015,4.65,94.0,3.49
"Invincible: Ultimate Collection, Vol. 12",Invincible Ultimate Collection,Robert Kirkman,"['Comics', 'Graphic Novels', 'Comic Book', 'Graphic Novels Comics', 'Science Fiction', 'Fiction', 'Superheroes']",344,June 20th 2018,2018,4.65,100.0,24.87
Supreme Clientele,Dirty Money,Ashley Antoinette,"['Urban', 'African American']",300,May 1st 2009,2009,4.65,98.0,4.82
Assassin's Fate,The Fitz and The Fool Trilogy,Robin Hobb,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Magic', 'Audiobook', 'Epic']",847,May 9th 2017,2017,4.64,99.0,7.83
Avatar Volume 7: The Last Airbender,Avatar: The Last Airbender Books,Michael Dante DiMartino,"['Graphic Novels', 'Fantasy', 'Manga', 'Comics', 'Young Adult', 'Humor']",86,June 1st 2008,2008,4.64,98.0,100.63
"Before and After the Book Deal: A Writer’s Guide to Finishing, Publishing, Promoting, and Surviving Your First Book",standalone,Courtney Maum,"['Writing', 'Nonfiction', 'Books About Books', 'Business', 'Reference', 'Crafts', 'Self Help', 'How To', 'Humor']",365,January 7th 2020,2020,4.64,100.0,15.16
The Complete Brambly Hedge,Brambly Hedge,Jill Barklem,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Fantasy', 'Classics', 'Short Stories', 'Kids', 'Art', '20th Century']",256,November 1st 2004,2004,4.64,98.0,86.73
Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,standalone,John Williams,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Music', 'Paranormal', 'Childrens', 'Science Fiction Fantasy', 'Witches', 'Novels']",24,March 1st 2004,2004,4.64,98.0,5.64
Heartstopper: Volume Two,Heartstopper,Alice Oseman,"['Graphic Novels', 'Romance', 'LGBT', 'Young Adult', 'Contemporary', 'Comics', 'Queer', 'Fiction', 'Graphic Novels Comics', 'M M Romance']",320,July 11th 2019,2019,4.64,99.0,10.84
Sarah Moon 12345.,standalone,Sarah Moon,"['Art', 'Photography']",449,August 1st 2010,2010,4.64,91.0,290.91
Reflections of Christ,standalone,Mark Mabry,"['Religion', 'Lds', 'Church']",80,October 1st 2008,2008,4.64,100.0,5.62
Living Sacrifice: Willing to Be Whittled as an Arrow,standalone,Helen Roseveare,"['Christian', 'Christian Living', 'Biography', 'Christianity', 'Christian Non Fiction']",138,September 20th 2007,2007,4.64,99.0,8.39
"Berserk, Vol. 13",ベルセルク / Berserk,Kentaro Miura,"['Manga', 'Fantasy', 'Comics', 'Horror', 'Graphic Novels', 'Dark Fantasy', 'Comics Manga', 'Fiction', 'Seinen', 'Action']",240,October 10th 2006,2006,4.64,99.0,12.48
The Hidden Words of Bahá'u'lláh,standalone,Bahá'u'lláh,"['Religion', 'Baha I', 'Spirituality', 'Nonfiction', 'Philosophy', 'History', 'Scripture']",112,October 1st 2004,2004,4.64,96.0,7.61
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Calvin and Hobbes,Bill Watterson,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comedy', 'Childrens', 'Graphic Novels Comics', 'Comic Book', 'Comic Strips', 'Classics']",256,September 1988,1988,4.64,98.0,3.85
The Prada Plan,The Prada Plan,Ashley Antoinette,"['Urban', 'African American', 'Fiction', 'Drama', 'Chick Lit', 'Erotica']",288,August 1st 2011,2011,4.64,97.0,7.63
The Collected Autobiographies of Maya Angelou,standalone,Maya Angelou,"['Nonfiction', 'Biography', 'Memoir', 'Poetry', 'Autobiography', 'Feminism', 'Biography Memoir', 'Womens', 'Classics', 'African American']",1184,September 21st 2004,2004,4.64,99.0,29.02
Just Recipes: Easy To Cook Recipes With Inexpensive Ingredients You Already Have In Your Kitchen,standalone,Karen M. Fjeldheim,['Cookbooks'],84,February 7th 2009,2009,4.63,100.0,10.91
Vardaesia,The Medoran Chronicles,Lynette Noni,"['Fantasy', 'Young Adult', 'Magic', 'Young Adult Fantasy', 'Dragons', 'Romance', 'High Fantasy', 'Time Travel', 'Fae', 'Love']",490,February 18th 2019,2019,4.63,99.0,10.51
Hilma AF Klint: A Pioneer of Abstraction,standalone,Iris Muller-Westermann,"['Art', 'Nonfiction', 'Art History', 'Sweden']",280,June 30th 2013,2013,4.63,100.0,253.60
The Way of Kings,The Stormlight Archive,Brandon Sanderson,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Epic', 'Magic', 'Adventure']",1007,08/31/10,2010,4.63,98.0,22.74
The works of James Thurber: Complete and unabridged,standalone,James Thurber,['Classics'],522,January 1st 1986,1986,4.63,100.0,47.70
Consequences: Opal & Origin,Lux,Jennifer L. Armentrout,"['Young Adult', 'Paranormal', 'Fantasy', 'Aliens', 'Romance', 'Science Fiction', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Urban Fantasy']",807,June 3rd 2014,2014,4.63,98.0,7.59
Homestuck Book Two,Homestuck,Andrew Hussie,"['Comics', 'Graphic Novels', 'Fantasy', 'Webcomic', 'Science Fiction', 'Fiction', 'Manga', 'Humor', 'Comedy', 'Graphic Novels Comics']",280,May 7th 2012,2012,4.63,98.0,7.00
"Act in Doctrine: Spiritual Patterns for Turning From Self to the Savior (Spiritual Patterns, #2)",standalone,David A. Bednar,"['Religion', 'Lds', 'Church', 'Nonfiction', 'Spirituality', 'Lds Non Fiction', 'Inspirational', 'Self Help', 'Theology']",157,2012,2012,4.63,99.0,9.74
The Sandman: King of Dreams,standalone,Alisa Kwitney,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Art', 'Science Fiction Fantasy', 'Comic Book', 'Urban Fantasy']",180,September 1st 2003,2003,4.63,98.0,8.21
Stand a Little Taller,standalone,Gordon B. Hinckley,"['Lds', 'Religion', 'Nonfiction', 'Church', 'Inspirational', 'Spirituality', 'Self Help', 'Christian', 'Own', 'Mormonism']",382,January 1st 2001,2001,4.63,99.0,6.14
The Lonely Astronaut On Christmas Eve,standalone,Tom DeLonge,"['Childrens', 'Picture Books']",28,November 2013,2013,4.63,97.0,32.85
"Edible Forest Gardens, Volume 2: Ecological Design and Practice for Temperate Climate Permaculture",standalone,Dave Jacke,"['Gardening', 'Nonfiction', 'Sustainability', 'Agriculture', 'Reference', 'Ecology', 'Science', 'Horticulture', 'Food', 'Design']",672,October 20th 2005,2005,4.63,100.0,43.23
Avatar Volume 6: The Last Airbender,Avatar: The Last Airbender Books,Michael Dante DiMartino,"['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Young Adult', 'Graphic Novels Manga', 'Anime', 'Humor']",96,September 4th 2007,2007,4.63,98.0,50.00
Veritable Key of Solomon,standalone,Stephen Skinner,"['Occult', 'Magic', 'Magick', 'Witchcraft']",446,January 1st 2010,2010,4.63,98.0,33.08
Solar Arc Directions,standalone,Carole Devine,"['Astrology', 'Students', 'How To']",129,April 16th 2015,2015,4.63,93.0,13.28
Darkstalker,Wings of Fire: Legends,Tui T. Sutherland,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Animals', 'Audiobook', 'Magic']",400,June 28th 2016,2016,4.63,98.0,10.10
Darkness of Dragons,Wings of Fire,Tui T. Sutherland,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Audiobook', 'Magic', 'Animals']",336,July 25th 2017,2017,4.63,98.0,3.32
The Divan,standalone,Hafez,"['Poetry', 'Classics', 'Iran', 'Literature', 'Spirituality', 'Nonfiction', 'Islam', 'Philosophy', '14th Century', 'Mysticism']",566,2003,2003,4.63,97.0,55.73
Sparkling Gems from the Greek: 365 Greek Word Studies for Every Day of the Year to Sharpen Your Understanding of God's Word,standalone,Rick Renner,"['Christian', 'Christianity', 'Faith', 'Nonfiction', 'Spirituality', 'Christian Living', 'History', 'Religion', 'Reference', 'Language']",1046,January 1st 2007,2007,4.63,97.0,12.30
The Calvin and Hobbes Tenth Anniversary Book,Calvin and Hobbes,Bill Watterson,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Comic Strips', 'Childrens', 'Comedy', 'Cartoon']",208,September 5th 1995,1995,4.63,98.0,7.7
The New Homeowner's Guide to House Spirits,standalone,Alexei Maxim Russell,"['Horror', 'Nonfiction', 'Fairy Tales']",202,September 1st 2014,2014,4.63,96.0,16.19
Pro Truth: A Practical Plan for Putting Truth Back Into Politics,standalone,Gleb Tsipursky,"['Politics', 'Nonfiction', 'Psychology']",271,May 1st 2020,2020,4.63,96.0,14.29
Jesus the Christ,standalone,James E. Talmage,"['Religion', 'Lds', 'Nonfiction', 'Church', 'Spirituality', 'Biography', 'Inspirational', 'History', 'Lds Non Fiction', 'Christian']",747,September 1st 2001,2001,4.62,96.0,6.2
Harry Potter and the Deathly Hallows,Harry Potter,J.K. Rowling,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']",759,07/21/07,2007,4.62,98.0,2.85
The Sun Does Shine: How I Found Life and Freedom on Death Row,standalone,Anthony Ray Hinton,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'True Crime', 'Race', 'Social Justice', 'Biography Memoir', 'Crime', 'Anti Racist']",272,March 27th 2018,2018,4.62,98.0,8.68
"The Compact Edition of the Oxford English Dictionary, 2 Vols w/Reading Glass",standalone,Herbert Coleridge,"['Reference', 'Language', 'Nonfiction', 'Education', 'Writing', 'Dictionaries']",2,October 15th 1971,1971,4.62,94.0,39.47
Trustful Surrender to Divine Providence: The Secret of Peace and Happiness,standalone,Jean Baptiste Saint-Jure,"['Catholic', 'Spirituality', 'Religion', 'Theology', 'Nonfiction', 'Prayer', 'Christianity', 'Christian', 'Inspirational', 'Classics']",140,October 1st 1984,1984,4.62,97.0,7.30
The Pillars of Islam & Iman - And What Every Muslim Must Know About His Religion,standalone,Muhammad Bin Jamil Zeno,['Islam'],264,1996,1996,4.62,97.0,14.15
The Dying of the Light,Skulduggery Pleasant,Derek Landy,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fiction', 'Magic', 'Mystery', 'Action', 'Paranormal', 'Adventure', 'Humor']",605,August 28th 2014,2014,4.62,99.0,2.02
The Heavens Declare: Astrological Ages and the Evolution of Consciousness,standalone,Alice O. Howell,['Astrology'],300,May 1st 2006,2006,4.62,100.0,14.82
Multilingual Digital Marketing: How To Achieve Your Digital Marketing Objectives And Increase Sales,standalone,Maria Johnsen,['Business'],340,October 29th 2013,2013,4.62,100.0,179.52
"Nausicaä of the Valley of the Wind, Vol. 6",Nausicaä of the Valley of the Wind,Hayao Miyazaki,"['Manga', 'Graphic Novels', 'Comics', 'Fantasy', 'Science Fiction', 'Fiction', 'Comic Book', 'Graphic Novels Comics', 'Adventure', 'Japanese Literature']",159,August 10th 2004,2004,4.62,99.0,5.88
Heart Centered Living: Messages Inspired by Christ Consciousness,standalone,Pamela Kribbe,['Spirituality'],276,April 28th 2012,2012,4.62,98.0,11.92
Postcards from a Rock and Roll Tour,standalone,Gordy Marshall,['Music'],288,September 1st 2012,2012,4.62,98.0,9.74
The Connected Discourses of the Buddha: A Translation of the Samyutta Nikaya,standalone,Bhikkhu Bodhi,"['Buddhism', 'Religion', 'Philosophy', 'Nonfiction', 'Spirituality']",2080,June 15th 2003,2003,4.62,98.0,132.28
Button Finds Family and Friends at the Farm,standalone,Joyce Mitchell,['Childrens'],32,December 19th 2014,2014,4.62,100.0,10.62
Ember Rising,The Green Ember,S.D. Smith,"['Fantasy', 'Fiction', 'Audiobook', 'Childrens', 'Middle Grade', 'Adventure', 'Animals', 'Juvenile', 'Christian Fiction', 'Young Adult']",448,March 8th 2018,2018,4.62,99.0,16.40
The Garden Key,standalone,Angela Dolbear,"['Romance', 'Christian']",348,November 1st 2009,2009,4.62,95.0,12.14
Gethsemane,standalone,Andrew C. Skinner,"['Religion', 'Lds', 'Nonfiction', 'History', 'Church', 'Inspirational', 'Christian', 'Spirituality', 'Lds Non Fiction']",208,October 1st 2002,2002,4.62,99.0,3.70
Ahead of All Parting: The Selected Poetry and Prose,standalone,Rainer Maria Rilke,"['Poetry', 'Classics', 'Fiction', 'German Literature', 'Literature', 'Essays', 'Religion', 'Unfinished', 'Love', 'Collections']",615,August 1st 1995,1995,4.62,98.0,8.51
"The Complete Peanuts, Vol. 8: 1965-1966",The Complete Peanuts,Charles M. Schulz,"['Comics', 'Humor', 'Comic Strips', 'Graphic Novels', 'Graphic Novels Comics', 'Fiction', 'Comic Book', 'Childrens', 'Sequential Art', 'Pop Culture']",323,September 17th 2007,2007,4.61,99.0,19.77
The Hive Queen,Wings of Fire,Tui T. Sutherland,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Animals', 'Audiobook', 'Juvenile']",286,December 26th 2018,2018,4.61,99.0,6.30
Oceans Apart/Between Sundays,standalone,Karen Kingsbury,"['Christian Fiction', 'Fiction']",640,July 1st 2009,2009,4.61,99.0,12.74
Fly a Little Higher: How God Answered a Mom's Small Prayer in a Big Way,standalone,Laura Sobiech,"['Nonfiction', 'Memoir', 'Biography', 'Inspirational', 'Faith', 'Christian', 'Religion', 'Biography Memoir', 'Christianity', 'Medical']",368,May 13th 2014,2014,4.61,99.0,10.03
A Cup of Trembling: Jerusalem and Bible Prophecy,standalone,Dave Hunt,"['Christian', 'Christianity']",458,December 31st 1995,1995,4.61,100.0,4.20
Everblaze,Keeper of the Lost Cities,Shannon Messenger,"['Fantasy', 'Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Magic', 'Childrens', 'Young Adult Fantasy', 'Elves', 'Mystery']",624,November 4th 2014,2014,4.61,99.0,11.6
